ID,NAME,NAME_allportdata,ABBREV,COUNTRY_CODE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,LATDD,LONGDD,MIN_T,MAX_T,RANGE_T,YR_MEAN_T,Salinity,Temp_Src,Sal_Src,MEOW_region,MEOW_province,MEOW_realm,FEOW_region,MEOW_Neighbors,FEOW_Neighbors,,,,,,
4517,Tabou,Tabou,CIV,CIV,4.4167,-7.3333,4.41667,-7.33333,24.77,28.86,4.08,27.15,34.28,WOA,WOA,Gulf of Guinea Upwelling,Gulf of Guinea,Tropical Atlantic,NA,Gulf of Guinea Central|Gulf of Guinea West|NA|NA|NA|NA|NA|NA|NA,NA,,,,,,
4518,Wallis Is.,NA,NA,WLF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
4519,Lahaina,Lahaina,USA,USA,20.8667,-156.6833,20.86667,-156.68333,21.79,25.28,3.49,23.58,34.74,Air,WOA,Hawaii,Hawaii,Eastern Indo-Pacific,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA,NA,,,,,,
4520,Portel,Portel,BRA,BRA,-1.9667,-50.75,-1.96667,-50.75,28.23,29.07,0.84,28.77,10.18,WOA,WOA,Amazonia,North Brazil Shelf,Tropical Atlantic,Amazonas Estuary & Coastal Drainages,Guianan|Northeastern Brazil|NA|NA|NA|NA|NA|NA|NA,Guianas|Amazonas Guiana Shield|Amazonas Lowlands|Xingu|Parnaiba|Tocantins - Araguaia|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4521,Asvall,Asvall,NOR,NOR,59.0167,9.6,59.01667,9.6,1.07,17.84,16.77,7.63,30.45,Air,WOA,North Sea,Northern European Seas,Temperate Northern Atlantic,Norwegian Sea Drainages,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Barents Sea Drainages|Northern Baltic Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4522,Slottsbron,Slottsbron,SWE,SWE,59.3333,13.1,59.33333,13.1,0.96,17.84,16.88,7.52,0,Air,DistIn,North Sea,Northern European Seas,Temperate Northern Atlantic,Northern Baltic Drainages,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Barents Sea Drainages|Lake Onega - Lake Ladoga|Norwegian Sea Drainages|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4523,Matadi,Matadi,COD,COD,-5.8167,13.45,-5.81667,13.45,22.61,26.85,4.24,25.43,0,Air,DistIn,Gulf of Guinea South,Gulf of Guinea,Tropical Atlantic,Lower Congo Rapids,Gulf of Guinea Central|Gulf of Guinea Islands|Angolan|NA|NA|NA|NA|NA|NA,Lower Congo|Malebo Pool|Sangha|Ogooue - Nyanga - Kouilou - Niari|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4524,Mihara,Mihara,JPN,JPN,34.3833,133.1,34.38333,133.1,5.64,27.22,21.58,16.11,32.69,Air,WOA,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,Honshu - Shikoku - Kyushu,East China Sea|Northeastern Honshu|Ogasawara Islands|Sea of Japan/East Sea|South Kuroshio|NA|NA|NA|NA,Biwa Ko|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4525,Merauke,Merauke,IDN,IDN,-8.4667,140.3833,-8.46667,140.38333,25.5,29.77,4.27,27.95,34.31,WOA,WOA,Arafura Sea,Sahul Shelf,Central Indo-Pacific,Southwest New Guinea - Trans-Fly Lowland,Arnhem Coast to Gulf of Carpenteria|Banda Sea|Bismarck Sea|Gulf of Papua|Papua|Torres Strait Northern Great Barrier Reef|NA|NA|NA,Vogelkop - Bomberai|New Guinea Central Mountains|Papuan Peninsula|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4526,Oregon,NA,NA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
4527,Huntington Beach Terminal,NA,NA,USA,33.6333,-118,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southern California Bight,Warm Temperate Northeast Pacific,Temperate Northern Pacific,NA,Cortezian|Magdalena Transition|Northern California|NA|NA|NA|NA|NA|NA,NA,,,,,,
4528,Matsue,Matsue,JPN,JPN,35.4833,133.0667,35.48333,133.06667,11.64,26.06,14.42,18.26,19.6,WOA,Drake_Model,Sea of Japan/East Sea,Cold Temperate Northwest Pacific,Temperate Northern Pacific,Honshu - Shikoku - Kyushu,Central Kuroshio Current|East China Sea|Northeastern Honshu|Oyashio Current|Sea of Okhotsk|Yellow Sea|NA|NA|NA,Biwa Ko|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4529,Moerdijk,Moerdijk,NLD,NLD,51.7,4.6167,51.7,4.61667,5.4,18.93,13.53,11.62,1.65,Air,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
4530,Fanara,Fanara,EGY,EGY,30.2833,32.35,30.28333,32.35,15.94,28.83,12.89,23.55,38.97,Air,WOA,Northern and Central Red Sea,Red Sea and Gulf of Aden,Western Indo-Pacific,Nile Delta,Southern Red Sea|Levantine Sea|NA|NA|NA|NA|NA|NA|NA,Sinai|Dry Sahel|Lower Nile|Sahara|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4531,Tanjung Berlayar,Tanjung Berlayar,IDN,IDN,-3.0167,116.2667,-3.01667,116.26667,27.93,30.4,2.47,29.05,31.91,WOA,WOA,Sulawesi Sea/Makassar Strait,Western Coral Triangle,Central Indo-Pacific,NA,Banda Sea|Eastern Philippines|Halmahera|Lesser Sunda|Northeast Sulawesi|Palawan/North Borneo|Sunda Shelf/Java Sea|NA|NA,NA,,,,,,
4532,Corfu,Corfu,GRC,GRC,39.6167,19.95,39.61667,19.95,10.55,25.6,15.05,18.02,38.24,Air,WOA,Ionian Sea,Mediterranean Sea,Temperate Northern Atlantic,NA,Adriatic Sea|Levantine Sea|Tunisian Plateau/Gulf of Sidra|Aegean Sea|Western Mediterranean|NA|NA|NA|NA,NA,,,,,,
4533,Suakin,Suakin,SDN,SDN,19.1167,37.3333,19.11667,37.33333,25.11,31.12,6.01,28.6,38.67,WOA,WOA,Southern Red Sea,Red Sea and Gulf of Aden,Western Indo-Pacific,Western Red Sea Drainages,Gulf of Aden|Northern and Central Red Sea|Western Arabian Sea|NA|NA|NA|NA|NA|NA,Northern Eastern Rift|Ethiopian Highlands|Lower Nile|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4534,Dordrecht,Dordrecht,NLD,NLD,51.8,4.65,51.8,4.65,4.55,19.25,14.7,11.4,0.26,WOA,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
4535,Hardinxveld,Hardinxveld,NLD,NLD,51.8167,4.85,51.81667,4.85,4.46,19.38,14.91,11.37,0,WOA,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
4536,Hadera,Hadera,ISR,ISR,32.472,34.8902,32.45,34.91667,14.32,27.29,12.97,21.54,38.9,Air,WOA,Levantine Sea,Mediterranean Sea,Temperate Northern Atlantic,Coastal Levant,Black Sea|Northern and Central Red Sea|Tunisian Plateau/Gulf of Sidra|Ionian Sea|Aegean Sea|NA|NA|NA|NA,Orontes|Jordan River|Sinai|Arabian Interior|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4537,Limay(PHL),Limay(PHL),PHL,PHL,14.5639,120.5966,14.56667,120.6,26.46,29.83,3.37,28.39,33.39,WOA,WOA,Eastern Philippines,Western Coral Triangle,Central Indo-Pacific,Northern Philippine Islands,Halmahera|Palawan/North Borneo|South China Sea Oceanic Islands|South Kuroshio|Sulawesi Sea/Makassar Strait|West Caroline Islands|NA|NA|NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4538,Ghent,Ghent,BEL,BEL,51.088,3.7452,51.08806,3.74528,5.56,19.61,14.05,12.14,1.55,Air,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
4539,Akutan,Akutan,USA,USA,54.1355,-165.7731,54.13333,-165.75,3.22,9.1,5.88,5.9,32.1,WOA,WOA,Aleutian Islands,Cold Temperate Northeast Pacific,Temperate Northern Pacific,NA,Eastern Bering Sea|Gulf of Alaska|Kamchatka Shelf and Coast|NA|NA|NA|NA|NA|NA,NA,,,,,,
4540,Limay(FRA),Limay(FRA),FRA,FRA,48.9667,1.7833,48.96667,1.78333,5.88,19.9,14.02,12.34,0,Air,DistIn,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
4541,Kithnos Is.,NA,NA,GRC,37.3833,24.4167,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aegean Sea,Mediterranean Sea,Temperate Northern Atlantic,Aegean Drainages,Black Sea|Adriatic Sea|Levantine Sea|Tunisian Plateau/Gulf of Sidra|Ionian Sea|NA|NA|NA|NA,Vardar|Ionian Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4542,Jubail,Jubail,SAU,SAU,27.0133,49.6597,27.01667,49.65,19.43,31.28,11.85,25.63,39.7,WOA,WOA,Arabian (Persian) Gulf,Somali/Arabian,Western Indo-Pacific,NA,Gulf of Oman|Western Arabian Sea|NA|NA|NA|NA|NA|NA|NA,NA,,,,,,
4543,Bangor(USA),Bangor(USA),USA,USA,44.8,-68.7833,44.8,-68.78333,0.17,21.97,21.8,8.65,0.25,Air,Drake_Model,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Northeast US & Southeast Canada Atlantic Drainages,Gulf of St. Lawrence - Eastern Scotian Shelf|Scotian Shelf|Virginian|NA|NA|NA|NA|NA|NA,Chesapeake Bay|Laurentian Great Lakes|Scotia - Fundy|St.Lawrence|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4544,Namibia,NA,NA,NAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
4545,Kokkila,Kokkila,FIN,FIN,60.3333,22.8667,60.33333,22.86667,0.55,18.14,17.59,7.06,6.17,Air,Close_Sal,Baltic Sea,Northern European Seas,Temperate Northern Atlantic,Northern Baltic Drainages,North Sea|Southern Norway|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,Barents Sea Drainages|Lake Onega - Lake Ladoga|Norwegian Sea Drainages|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4546,Table Bay,NA,NA,ZAF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
4547,Talara,Talara,PER,PER,-4.5667,-81.2833,-4.56667,-81.28333,17.88,24.16,6.28,20.4,34.69,WOA,WOA,Guayaquil,Tropical East Pacific,Tropical Eastern Pacific,North Andean Pacific Slopes - Rio Atrato,Central Peru|Panama Bight|NA|NA|NA|NA|NA|NA|NA,Chagres|Rio Tuira|Magdalena - Sinu|Central Andean Pacific Slopes|Amazonas High Andes|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4548,Togiak,Togiak,USA,USA,59.0833,-160.5,59.08333,-160.5,0,13.92,13.92,3.06,31.09,Air,WOA,Eastern Bering Sea,Arctic,Arctic,Alaskan Coastal,Aleutian Islands|Chukchi Sea|East Siberian Sea|Gulf of Alaska|Kamchatka Shelf and Coast|NA|NA|NA|NA,Alaska & Canada Pacific Coastal|Lower Mackenzie|Upper Yukon|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4549,Zhuhai,Zhuhai,CHN,CHN,22.2817,113.572,22.28333,113.58333,17.94,28.63,10.69,24.15,32.76,WOA,WOA,Southern China,South China Sea,Central Indo-Pacific,NA,East China Sea|Gulf of Tonkin|South China Sea Oceanic Islands|South Kuroshio|NA|NA|NA|NA|NA,NA,,,,,,
4550,Maldon,Maldon,GBR,GBR,51.7333,0.6667,51.73333,0.66667,6.12,18.63,12.51,11.69,17.82,Air,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
4551,Aakrehamn,Aakrehamn,NOR,NOR,59.25,5.1667,59.25,5.16667,3.94,14.64,10.69,9.06,31.84,WOA,WOA,Southern Norway,Northern European Seas,Temperate Northern Atlantic,Norwegian Sea Drainages,Baltic Sea|North Sea|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,Barents Sea Drainages|Northern Baltic Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4552,Isnas,Isnas,FIN,FIN,60.4,26,60.4,26,0.16,18.33,18.17,6.51,5.08,Air,Close_Sal,Baltic Sea,Northern European Seas,Temperate Northern Atlantic,Northern Baltic Drainages,North Sea|Southern Norway|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,Barents Sea Drainages|Lake Onega - Lake Ladoga|Norwegian Sea Drainages|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4553,Muntok,Muntok,IDN,IDN,-2.0667,105.1667,-2.06667,105.16667,26.59,31.14,4.55,28.85,31.71,WOA,WOA,Sunda Shelf/Java Sea,Sunda Shelf,Central Indo-Pacific,Southern Sumatra - Western Java,Gulf of Thailand|Lesser Sunda|Malacca Strait|Palawan/North Borneo|South China Sea Oceanic Islands|Southern Vietnam|Sulawesi Sea/Makassar Strait|Southern Java|Western Sumatra,Southern Central Sumatra|Central & Eastern Java|Indian Ocean Slope of Sumatra & Java|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4554,Yawata,Yawata,JPN,JPN,33.8667,130.8,33.86667,130.8,13.73,27.34,13.61,20.33,13.45,WOA,Drake_Model,Sea of Japan/East Sea,Cold Temperate Northwest Pacific,Temperate Northern Pacific,Honshu - Shikoku - Kyushu,Central Kuroshio Current|East China Sea|Northeastern Honshu|Oyashio Current|Sea of Okhotsk|Yellow Sea|NA|NA|NA,Biwa Ko|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4555,Tanjung Redeb,Tanjung Redeb,IDN,IDN,2.1667,117.4833,2.16667,117.48333,27.29,28.5,1.21,28.07,1.89,Air,Drake_Model,Palawan/North Borneo,Western Coral Triangle,Central Indo-Pacific,Eastern Borneo,Eastern Philippines|South China Sea Oceanic Islands|Sulawesi Sea/Makassar Strait|Sunda Shelf/Java Sea|NA|NA|NA|NA|NA,Southeastern Borneo|Borneo Highlands|Northeastern Borneo|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4556,Stepnica,Stepnica,POL,POL,53.65,14.6333,53.65,14.63333,2.37,20.19,17.82,10.69,7.8,Air,Close_Sal,Baltic Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,North Sea|Southern Norway|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
4557,Rio Etembue,Rio Etembue,GNQ,GNQ,1.2667,9.45,1.26667,9.45,25.44,29.46,4.02,27.63,30.51,WOA,WOA,Gulf of Guinea Central,Gulf of Guinea,Tropical Atlantic,Southern Gulf of Guinea Drainages,Gulf of Guinea Islands|Gulf of Guinea Upwelling|Gulf of Guinea South|NA|NA|NA|NA|NA|NA,Northern Gulf of Guinea Drainages - Bioko|Sangha|Ogooue - Nyanga - Kouilou - Niari|Lower Niger - Benue|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4558,Rumbai,Rumbai,IDN,IDN,0.55,101.5,0.55,101.5,27,27.94,0.94,27.57,0,Air,DistIn,Malacca Strait,Sunda Shelf,Central Indo-Pacific,Southern Central Sumatra,Andaman and Nicobar Islands|Andaman Sea Coral Coast|Gulf of Thailand|Western Sumatra|Sunda Shelf/Java Sea|NA|NA|NA|NA,Northern Central Sumatra - Western Malaysia|Southern Sumatra - Western Java|Indian Ocean Slope of Sumatra & Java|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4559,Valkom,Valkom,FIN,FIN,60.4167,26.2667,60.41667,26.26667,0.17,18.53,18.36,6.57,5,Air,WOA,Baltic Sea,Northern European Seas,Temperate Northern Atlantic,NA,North Sea|Southern Norway|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,NA,,,,,,
4560,Kampen,Kampen,NLD,NLD,52.5833,5.8,52.58333,5.8,4.05,19.05,15,10.96,29.75,WOA,Close_Sal,North Sea,Northern European Seas,Temperate Northern Atlantic,NA,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,NA,,,,,,
4561,Kakinada,Kakinada,IND,IND,17,82.2833,17,82.28333,26.19,29.96,3.77,28.27,30.97,WOA,WOA,Eastern India,Bay of Bengal,Western Indo-Pacific,Northern Deccan Plateau,Northern Bay of Bengal|South India and Sri Lanka|Western India|NA|NA|NA|NA|NA|NA,Ganges Delta & Plain|Namuda - Tapi|Southern Deccan Plateau|Western Ghats|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4562,Tuapse,Tuapse,RUS,RUS,44.0958,39.0692,44.08333,39.06667,5.96,23.93,17.97,14.68,18.03,Air,WOA,Black Sea,Black Sea,Temperate Northern Atlantic,Western Transcaucasia,Levantine Sea|Aegean Sea|NA|NA|NA|NA|NA|NA|NA,Kuban|Western Caspian Drainages|Kura - South Caspian Drainages|Northern Anatolia|Upper Tigris & Euphrates|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4563,Tamano,Tamano,JPN,JPN,34.4833,133.9333,34.48333,133.93333,6.62,27.94,21.32,17.18,32.14,Air,WOA,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,Honshu - Shikoku - Kyushu,East China Sea|Northeastern Honshu|Ogasawara Islands|Sea of Japan/East Sea|South Kuroshio|NA|NA|NA|NA,Biwa Ko|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4564,Lautoka,Lautoka,FJI,FJI,-17.6189,177.4511,-17.6,177.43333,25.79,29.1,3.31,27.37,34.91,WOA,WOA,Fiji Islands,Tropical Southwestern Pacific,Central Indo-Pacific,Fiji,Gilbert/Ellis Islands|Samoa Islands|Tonga Islands|Vanuatu|NA|NA|NA|NA|NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4565,Homer,Homer,USA,USA,59.6333,-151.5,59.63333,-151.5,3.68,11.77,8.09,7.22,30.74,WOA,WOA,Gulf of Alaska,Cold Temperate Northeast Pacific,Temperate Northern Pacific,NA,Aleutian Islands|Eastern Bering Sea|North American Pacific Fijordland|NA|NA|NA|NA|NA|NA,NA,,,,,,
4566,Makarska,Makarska,HRV,HRV,43.3,17.0167,43.28333,17.01667,4.13,21.23,17.1,12.2,37.86,Air,WOA,Adriatic Sea,Mediterranean Sea,Temperate Northern Atlantic,Dalmatia,Ionian Sea|Aegean Sea|Western Mediterranean|NA|NA|NA|NA|NA|NA,Dniester - Lower Danube|Gulf of Venice Drainages|Southeast Adriatic Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4567,Yabucoa,Yabucoa,PRI,PRI,18.0667,-65.8,18.06667,-65.8,25.03,27.8,2.77,26.66,35.33,Air,WOA,Greater Antilles,Tropical Northwestern Atlantic,Tropical Atlantic,NA,Bahamian|Eastern Caribbean|Floridian|Southern Caribbean|Southern Gulf of Mexico|Southwestern Caribbean|Western Caribbean|NA|NA,NA,,,,,,
4568,Caicos Is.,NA,NA,TCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
4569,Runcorn,Runcorn,GBR,GBR,53.35,-2.7333,53.35,-2.73333,6.37,17.64,11.27,11.48,10.62,Air,Drake_Model,Celtic Seas,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Faroe Plateau|South European Atlantic Shelf|North Sea|NA|NA|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
4570,Thailand,NA,NA,THA,13.0581,100.8982,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gulf of Thailand,Sunda Shelf,Central Indo-Pacific,NA,Andaman Sea Coral Coast|Gulf of Tonkin|Malacca Strait|Northern Bay of Bengal|Southern Vietnam|Sunda Shelf/Java Sea|NA|NA|NA,NA,,,,,,
4571,Probolinggo,Probolinggo,IDN,IDN,-7.7167,113.2167,-7.71667,113.21667,27.55,29.7,2.15,28.68,32.91,WOA,WOA,Sunda Shelf/Java Sea,Sunda Shelf,Central Indo-Pacific,NA,Gulf of Thailand|Lesser Sunda|Malacca Strait|Palawan/North Borneo|South China Sea Oceanic Islands|Southern Vietnam|Sulawesi Sea/Makassar Strait|Southern Java|Western Sumatra,NA,,,,,,
4572,New York,New York,USA,USA,40.7064,-74.0117,40.7,-74.01667,2.71,25.76,23.05,14.04,12.04,Air,Drake_Model,Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,NA,Carolinian|Gulf of Maine/Bay of Fundy|Gulf of St. Lawrence - Eastern Scotian Shelf|NA|NA|NA|NA|NA|NA,NA,,,,,,
4573,Massachusetts,NA,NA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
4574,Lhokseumawe,Lhokseumawe,IDN,IDN,5.1667,97.15,5.16667,97.15,26.92,28.22,1.3,27.75,32.42,Air,WOA,Malacca Strait,Sunda Shelf,Central Indo-Pacific,Aceh,Andaman and Nicobar Islands|Andaman Sea Coral Coast|Gulf of Thailand|Western Sumatra|Sunda Shelf/Java Sea|NA|NA|NA|NA,Northern Central Sumatra - Western Malaysia|Indian Ocean Slope of Sumatra & Java|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4575,Karosa,Karosa,IDN,IDN,-1.7667,119.35,-1.76667,119.35,27.22,27.87,0.65,27.51,33.14,Air,WOA,Sulawesi Sea/Makassar Strait,Western Coral Triangle,Central Indo-Pacific,Sulawesi,Banda Sea|Eastern Philippines|Halmahera|Lesser Sunda|Northeast Sulawesi|Palawan/North Borneo|Sunda Shelf/Java Sea|NA|NA,Lake Poso|Matano - Southern Malili Lakes|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4576,Salina Cruz,Salina Cruz,MEX,MEX,16.1667,-95.1833,16.16667,-95.18333,25.61,29.51,3.89,27.77,34.14,WOA,WOA,Chiapas-Nicaragua,Tropical East Pacific,Tropical Eastern Pacific,Sierra Madre del Sur,Mexican Tropical Pacific|Nicoya|Southern Gulf of Mexico|Southwestern Caribbean|Western Caribbean|NA|NA|NA|NA,Rio Balsas|Papaloapan|Chiapas - Fonseca|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4577,Guernica,Guernica,ESP,ESP,43.3167,-2.6667,43.31667,-2.66667,9.78,21.23,11.45,15.27,16.84,Air,Drake_Model,South European Atlantic Shelf,Lusitanian,Temperate Northern Atlantic,Cantabric Coast - Languedoc,Celtic Seas|Saharan Upwelling|North Sea|Alboran Sea|NA|NA|NA|NA|NA,Central & Western Europe|Western Iberia|Eastern Iberia|Gulf of Venice Drainages|Italian Peninsula & Islands|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4578,Franeker,Franeker,NLD,NLD,53.1833,5.55,53.18333,5.55,3.99,18.41,14.42,10.77,29.75,WOA,Close_Sal,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
4579,Aspra Spitia,Aspra Spitia,GRC,GRC,38.3667,22.6333,38.36667,22.63333,6.88,24.28,17.4,15.14,37.12,Air,WOA,Ionian Sea,Mediterranean Sea,Temperate Northern Atlantic,Aegean Drainages,Adriatic Sea|Levantine Sea|Tunisian Plateau/Gulf of Sidra|Aegean Sea|Western Mediterranean|NA|NA|NA|NA,Vardar|Ionian Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
4580,Davis,Davis,ATA,ATA,-68.5833,77.9667,-68.58333,77.96667,-1.62,0.83,2.45,-0.51,33.65,WOA,WOA,East Antarctic Wilkes Land,Continental High Antarctic,Southern Ocean,Unassigned,East Antarctic Enderby Land|Ross Sea|NA|NA|NA|NA|NA|NA|NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
